,Unnamed: 0,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Predicted price
342,342,Volkswagen Polo Diesel Highline 1.2L,Pune,2013,52196,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.174
343,343,Nissan Micra Active XV,Coimbatore,2017,45105,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5.0,6.78 Lakh,4.415333333333334
344,344,Hyundai Grand i10 Sportz,Hyderabad,2015,25160,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,4.892666666666666
345,345,Tata Tigor 1.2 Revotron XZ Option,Hyderabad,2017,18000,Petrol,Manual,First,20.3 kmpl,1199 CC,84 bhp,5.0,,5.796999999999999
346,346,Honda Accord 2001-2003 2.3 VTI L MT,Bangalore,2007,74000,Petrol,Manual,First,11.9 kmpl,2354 CC,144 bhp,5.0,,4.256
347,347,Mahindra Xylo E4,Chennai,2009,67700,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7.0,,3.7436666666666674
348,348,Land Rover Freelander 2 S Business Edition,Kochi,2015,61062,Diesel,Automatic,First,12.39 kmpl,2179 CC,147.51 bhp,5.0,,27.370333333333335
349,349,Toyota Innova 2.5 VX (Diesel) 7 Seater,Kolkata,2016,105000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,9.998666666666667
350,350,Tata Indigo eCS eLX BS IV,Pune,2013,155550,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.5350000000000006
351,351,Maruti Vitara Brezza VDi Option,Delhi,2016,66000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,8.046666666666669
352,352,Honda City 1.5 V MT,Kochi,2012,93884,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,5.276666666666666
353,353,Fiat Linea Emotion (Diesel),Mumbai,2009,200000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,5.0,,2.936
354,354,Tata Tiago 1.2 Revotron XZ,Kolkata,2016,57200,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,6.24 Lakh,4.501000000000001
355,355,Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2013,93568,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,4.433666666666666
356,356,Maruti Wagon R VXI BS IV,Kolkata,2014,54000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,,3.5033333333333334
357,357,Hyundai Creta 1.6 CRDi AT SX Plus,Bangalore,2016,40571,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,,11.538666666666666
358,358,Audi A4 35 TDI Technology,Hyderabad,2015,59000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,5.0,55.61 Lakh,30.000666666666667
359,359,BMW X1 xDrive 20d xLine,Coimbatore,2017,17273,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,,35.649
360,360,Ford Endeavour 3.0L AT 4x2,Mumbai,2011,100077,Diesel,Automatic,Second,11.4 kmpl,2953 CC,153.86 bhp,7.0,,8.942
361,361,Hyundai i10 Magna AT,Kochi,2011,39934,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5.0,,3.131
362,362,Maruti Vitara Brezza LDi,Bangalore,2016,46000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,9.42 Lakh,8.623666666666669
363,363,Honda City 1.5 V MT,Coimbatore,2016,30842,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,8.258333333333333
364,364,Mercedes-Benz New C-Class 200 K AT,Mumbai,2005,65000,Petrol,Automatic,Second,11.7 kmpl,1796 CC,178 bhp,5.0,,11.961999999999998
365,365,Volvo XC90 2007-2015 D5 AWD,Bangalore,2016,70000,Diesel,Manual,First,11.1 kmpl,2400 CC,200 bhp,7.0,,24.14266666666667
366,366,Toyota Fortuner 3.0 Diesel,Chennai,2011,150152,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,,11.429333333333334
367,367,Nissan Teana 230jM,Coimbatore,2009,67038,Petrol,Automatic,First,9.1 kmpl,2349 CC,null bhp,5.0,,7.080000000000001
368,368,Hyundai Santro Xing GLS CNG,Bangalore,2011,43985,CNG,Manual,First,11.88 km/kg,1086 CC,62.1 bhp,5.0,,2.6493333333333333
369,369,BMW X6 xDrive30d,Coimbatore,2014,58598,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4.0,,37.21366666666666
370,370,Tata Indigo CS eVX,Pune,2016,100000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2.435
371,371,Audi Q5 30 TDI quattro Premium Plus,Jaipur,2016,35000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,34.14200000000001
372,372,Hyundai i10 Sportz 1.2,Pune,2008,84500,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.146666666666667
373,373,Maruti Baleno Delta 1.2,Kolkata,2018,18006,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,,7.067333333333334
374,374,Maruti Swift VDI,Hyderabad,2013,99000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,8.44 Lakh,5.373000000000001
375,375,Maruti Eeco 5 Seater AC,Delhi,2014,51200,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,5.0,4.56 Lakh,3.2700000000000005
376,376,Toyota Land Cruiser Prado VX L,Pune,2014,130000,Diesel,Automatic,First,11.0 kmpl,2982 CC,170.30 bhp,7.0,,12.226666666666667
377,377,Hyundai Tucson 2.0 e-VGT 4WD AT GLS,Ahmedabad,2017,25000,Diesel,Automatic,First,16.38 kmpl,1995 CC,182.46 bhp,5.0,29.9 Lakh,31.777999999999995
378,378,Maruti Baleno Delta,Kochi,2017,32352,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5.0,7.12 Lakh,6.826666666666665
379,379,Hyundai i10 Sportz 1.2,Bangalore,2011,20000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.098666666666667
380,380,Audi A4 2.0 TDI,Bangalore,2013,46000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,,17.026666666666664
381,381,Maruti Dzire AMT ZXI Plus,Mumbai,2018,12500,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5.0,9.94 Lakh,7.247666666666666
382,382,Toyota Innova 2.5 GX 8 STR,Delhi,2011,53138,Diesel,Manual,Third,12.8 kmpl,2494 CC,102 bhp,8.0,,6.498000000000001
383,383,Maruti Swift Dzire Tour LDI,Pune,2013,170000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5.0,,4.1339999999999995
384,384,Maruti Swift LDI,Kolkata,2012,38583,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,2.7586666666666675
385,385,Maruti Wagon R VXI AMT Opt,Hyderabad,2016,26000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,6.44 Lakh,4.371333333333333
386,386,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,2017,22865,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,,12.464666666666664
387,387,Skoda Laura L and K MT,Kolkata,2013,45000,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5.0,,6.140666666666666
388,388,Maruti Swift LXI Option,Kochi,2017,62889,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,5.194999999999999
389,389,Maruti Omni MPI CARGO BSIV,Pune,2013,153000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5.0,,2.089
390,390,Maruti Swift VDI,Ahmedabad,2016,67000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,7.67 Lakh,6.112333333333334
391,391,Honda Amaze S AT i-Vtech,Mumbai,2014,39000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,4.408333333333333
392,392,Toyota Corolla H2,Chennai,2006,164000,Petrol,Manual,Second,13.4 kmpl,1794 CC,125 bhp,5.0,,2.206
393,393,Maruti Swift Dzire Vdi BSIV,Coimbatore,2018,57178,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,6.716666666666667
394,394,Audi A6 2011-2015 2.0 TDI Premium Plus,Delhi,2013,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,23.425
395,395,Chevrolet Spark 1.0 LT,Mumbai,2007,40000,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,1.414333333333333
396,396,Hyundai Verna CRDi ABS,Mumbai,2007,89564,Diesel,Manual,Third,18.1 kmpl,1493 CC,110 bhp,5.0,,2.287
397,397,Maruti Ertiga VXI,Delhi,2012,66727,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7.0,,4.819333333333334
398,398,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Mumbai,2013,75000,Diesel,Automatic,Second,15.73 kmpl,1968 CC,174.33 bhp,5.0,,19.614333333333335
399,399,Chevrolet Cruze LTZ AT,Coimbatore,2017,31056,Diesel,Automatic,First,14.81 kmpl,1998 CC,163.7 bhp,5.0,,15.123999999999997
400,400,Volkswagen Vento Petrol Highline,Pune,2011,61000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3.5090000000000003
401,401,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,34782,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,5.0,,5.960999999999999
402,402,Hyundai i10 Sportz 1.2,Coimbatore,2012,31736,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3.5300000000000002
403,403,Nissan Terrano XV D Pre,Pune,2014,75000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.5 bhp,5.0,16.82 Lakh,6.243333333333334
404,404,Mahindra Thar CRDe AC,Mumbai,2014,15000,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6.0,,9.060666666666666
405,405,Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,2016,38503,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,,8.002333333333333
406,406,Honda BRV i-DTEC V MT,Coimbatore,2017,45353,Diesel,Manual,First,21.9 kmpl,1498 CC,98.6 bhp,7.0,15.59 Lakh,8.929333333333334
407,407,Land Rover Range Rover HSE,Hyderabad,2015,30000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,36.48733333333333
408,408,Toyota Etios G,Pune,2011,69470,Petrol,Manual,Second,17.6 kmpl,1496 CC,88.73 bhp,5.0,,3.1293333333333337
409,409,Nissan Teana 230jM,Chennai,2008,63288,Petrol,Automatic,First,9.1 kmpl,2349 CC,null bhp,5.0,,6.101333333333334
410,410,Volkswagen Polo ALLSTAR 1.2 MPI,Coimbatore,2017,25087,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,6.262333333333333
411,411,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2015,134000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,,12.205
412,412,Chevrolet Cruze LTZ AT,Coimbatore,2015,54955,Diesel,Automatic,Third,14.81 kmpl,1998 CC,163.7 bhp,5.0,,11.307
413,413,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2017,28000,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5.0,15.57 Lakh,12.199333333333334
414,414,Honda Amaze S i-Dtech,Ahmedabad,2015,45250,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,6.232666666666666
415,415,Land Rover Discovery 4 SDV6 SE,Kochi,2012,89190,Diesel,Automatic,Second,11.4 kmpl,2993 CC,245.41 bhp,7.0,,29.200666666666667
416,416,Honda City i DTec VX Option BL,Coimbatore,2017,48184,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,8.550666666666666
417,417,Maruti Swift Dzire VDI,Kolkata,2015,42125,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.460666666666667
418,418,Nissan Micra XV CVT,Coimbatore,2017,47052,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5.0,9.51 Lakh,6.199666666666666
419,419,Hyundai i10 Sportz 1.2,Mumbai,2011,67000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2.7953333333333332
420,420,Hyundai Santro GLS I - Euro II,Bangalore,2011,43189,Petrol,Manual,First,0.0 kmpl,999 CC,null bhp,5.0,,3.603333333333333
421,421,Maruti Swift Dzire VDI,Pune,2015,174889,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,4.051666666666667
422,422,Maruti Alto LXI,Pune,2004,72135,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1.0699999999999998
423,423,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2017,17660,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.75 Lakh,8.644000000000002
424,424,Honda Accord 2.4 A/T,Pune,2009,120000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5.0,,7.156666666666666
425,425,Chevrolet Beat LT,Pune,2010,29629,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5.0,,2.7156666666666665
426,426,Maruti Swift VDI BSIV W ABS,Coimbatore,2016,69564,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,,7.002666666666667
427,427,Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,2017,34848,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5.0,63.47 Lakh,33.25566666666667
428,428,Mahindra Xylo D4 BSIV,Kolkata,2013,61000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,,7.158333333333333
429,429,Datsun GO Plus T Petrol,Mumbai,2015,21000,Petrol,Manual,First,19.83 kmpl,1198 CC,67 bhp,7.0,6.7 Lakh,3.725
430,430,Jaguar XF 2.2 Litre Luxury,Kochi,2015,27912,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,29.240666666666666
431,431,Maruti SX4 VDI,Kochi,2013,62909,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5.0,,4.011
432,432,Maruti Celerio VXI,Kochi,2018,33140,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,5.136
433,433,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014,75000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,6.816666666666666
434,434,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017,25571,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,,8.648333333333333
435,435,Hyundai Santro LS zipDrive Euro I,Chennai,2002,120000,Petrol,Manual,Fourth & Above,0.0 kmpl,999 CC,null bhp,5.0,,1.25
436,436,Maruti Ertiga VDI,Kolkata,2016,12020,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,6.543333333333334
437,437,Honda Brio VX AT,Mumbai,2014,36665,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5.0,,4.329
438,438,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2018,41502,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7.0,34.1 Lakh,26.389000000000003
439,439,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2011,130000,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5.0,,14.792000000000002
440,440,Maruti Swift VDI Optional,Bangalore,2017,51000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,5.907
441,441,Hyundai Accent GLE,Pune,2008,103000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5.0,,1.5503333333333333
442,442,Audi A4 2.0 TDI,Delhi,2012,70000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,,12.834666666666665
443,443,Honda City 1.5 S MT,Delhi,2010,56239,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.3073333333333332
444,444,BMW 3 Series 320d Sport,Ahmedabad,2016,40000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,,28.061666666666667
445,445,Renault KWID Climber 1.0 AMT,Kochi,2018,19964,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,5.0,5.31 Lakh,4.6466666666666665
446,446,Mahindra Bolero VLX CRDe,Coimbatore,2012,72246,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7.0,,5.314666666666667
447,447,Hyundai Creta 1.6 SX Diesel,Kolkata,2018,15000,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,15.24 Lakh,12.297
448,448,Tata Nano XT,Bangalore,2016,14000,Petrol,Manual,Fourth & Above,23.9 kmpl,624 CC,37.48 bhp,4.0,,2.2583333333333333
449,449,Volkswagen Polo 1.2 MPI Highline,Pune,2016,22764,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5.0,,5.431333333333334
450,450,Volkswagen Passat Diesel Highline 2.0 TDI,Pune,2012,65000,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5.0,,10.475
451,451,Isuzu MU 7 4x2 HIPACK,Kolkata,2016,45000,Diesel,Manual,First,12.08 kmpl,2999 CC,161 bhp,7.0,,21.514000000000003
452,452,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2017,32090,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,41.24300000000001
453,453,Mahindra XUV500 W8 2WD,Pune,2014,83000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,7.8163333333333345
454,454,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Delhi,2011,70000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,13.103333333333333
455,455,Mahindra XUV500 W8 2WD,Chennai,2013,68000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,8.881666666666668
456,456,Nissan Sunny 2011-2014 XL,Jaipur,2012,105000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5.0,,3.8599999999999994
457,457,Hyundai Elantra GT,Hyderabad,2006,88000,Petrol,Manual,First,13.0 kmpl,1795 CC,127 bhp,5.0,,2.5766666666666667
458,458,Honda Accord VTi-L AT,Mumbai,2007,93000,Petrol,Automatic,Second,11.1 kmpl,2354 CC,142 bhp,5.0,,3.8669999999999995
459,459,Honda City i DTEC SV,Delhi,2014,107000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,,5.466666666666667
460,460,Toyota Fortuner 4x4 MT,Pune,2011,141844,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,10.542666666666667
461,461,Nissan Micra XV CVT,Coimbatore,2015,32469,Petrol,Automatic,First,19.34 kmpl,1198 CC,76 bhp,5.0,,5.420333333333333
462,462,Mahindra XUV500 W6 2WD,Kochi,2015,56318,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,11.304333333333334
463,463,Mini Cooper 3 DOOR D,Coimbatore,2017,26002,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,36.5 Lakh,14.586666666666668
464,464,Maruti Swift VDI BSIV,Pune,2014,83000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,4.876333333333333
465,465,Chevrolet Beat LS,Pune,2010,80000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,,2.4956666666666667
466,466,Maruti Baleno Alpha 1.2,Chennai,2016,56474,Petrol,Manual,Second,21.4 kmpl,1197 CC,83.1 bhp,5.0,,6.342
467,467,Mercedes-Benz B Class B180 Sport,Mumbai,2012,26000,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.69 bhp,5.0,37.03 Lakh,7.662999999999999
468,468,Audi Q5 2008-2012 2.0 TFSI Quattro,Mumbai,2009,49000,Petrol,Automatic,Second,9.74 kmpl,1984 CC,208 bhp,5.0,,9.191333333333334
469,469,Skoda Laura 1.9 TDI AT Ambiente,Kochi,2010,64132,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5.0,,4.66
470,470,Hyundai Creta 1.6 CRDi SX Option,Hyderabad,2016,41810,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,12.038999999999998
471,471,BMW 7 Series 730Ld,Mumbai,2013,60000,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,5.0,,34.16166666666666
472,472,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016,22177,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5.0,,43.14200000000001
473,473,Ford Figo Diesel ZXI,Chennai,2014,100000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,,3.485
474,474,Skoda Laura Ambiente 2.0 TDI CR AT,Pune,2012,75000,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5.0,,8.244000000000002
475,475,Hyundai i20 1.4 CRDi Magna,Mumbai,2011,68000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,3.2406666666666673
476,476,Toyota Innova 2.5 G (Diesel) 7 Seater,Kochi,2016,43518,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,,11.537333333333333
477,477,Maruti A-Star AT Vxi Aktiv,Pune,2012,39100,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5.0,,2.3973333333333335
478,478,Hyundai Verna 1.6 VTVT,Delhi,2011,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,,3.765333333333334
479,479,Honda City 1.5 E MT,Mumbai,2010,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3.5003333333333333
480,480,BMW 3 Series 320d,Jaipur,2014,80000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,,17.445
481,481,Maruti Zen Estilo VXI BSIII,Jaipur,2006,96000,Petrol,Manual,Second,18.2 kmpl,998 CC,67.1 bhp,5.0,,1.4176666666666666
482,482,Skoda Superb Elegance 1.8 TSI AT,Delhi,2010,63000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,4.447333333333334
483,483,Audi Q3 2012-2015 35 TDI Quattro Premium,Hyderabad,2014,50000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5.0,,23.827666666666666
484,484,Hyundai EON D Lite Plus,Hyderabad,2014,15322,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,2.9639999999999995
485,485,Honda Brio E MT,Jaipur,2012,47000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3.2903333333333338
486,486,Volkswagen Vento Diesel Highline,Chennai,2011,76041,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3.664333333333333
487,487,Hyundai Accent GLE,Kolkata,2009,46000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,1.8410000000000002
488,488,Mahindra Bolero SLX,Jaipur,2013,160000,Diesel,Manual,Second,15.96 kmpl,2523 CC,62.1 bhp,7.0,10.86 Lakh,5.224666666666667
489,489,Maruti Celerio ZDi,Bangalore,2015,17000,Diesel,Manual,Second,27.62 kmpl,793 CC,47 bhp,5.0,,2.824
490,490,Hyundai Grand i10 CRDi Magna,Hyderabad,2014,56000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,4.0616666666666665
491,491,Hyundai Getz GVS,Mumbai,2005,35000,Petrol,Manual,First,15.3 kmpl,1341 CC,61 bhp,5.0,,1.3610000000000002
492,492,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2015,54278,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,11.996666666666666
493,493,Hyundai Xcent 1.2 CRDi SX,Kolkata,2015,39000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5.0,8.85 Lakh,4.257000000000001
494,494,Audi A6 2011-2015 2.0 TDI Premium Plus,Bangalore,2013,40000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,22.711
495,495,Ford EcoSport 1.5 Ti VCT AT Titanium,Kolkata,2013,41000,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,,5.212333333333333
496,496,BMW 5 Series 530i Sport Line,Kolkata,2011,30342,Petrol,Automatic,First,15.56 kmpl,1998 CC,252 bhp,5.0,59.12 Lakh,21.003
497,497,Honda City ZX GXi,Mumbai,2008,88000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5.0,,2.235
498,498,Maruti Wagon R VXI 1.2,Chennai,2018,9000,Petrol,Manual,First,21.5 kmpl,1197 CC,81.80 bhp,5.0,5.79 Lakh,6.330333333333333
499,499,Maruti Swift Dzire VDi,Delhi,2010,70000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,2.6726666666666663
500,500,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,46279,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2.3939999999999997
501,501,Maruti Ritz LDi,Pune,2016,105000,Diesel,Manual,Second,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3.921333333333334
502,502,Chevrolet Optra Magnum 2.0 LT,Chennai,2011,130000,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5.0,,5.121333333333333
503,503,Renault KWID RXL,Jaipur,2017,30000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,3.96 Lakh,3.360333333333334
504,504,Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013,54000,Diesel,Manual,First,19.33 kmpl,1968 CC,138.03 bhp,5.0,,7.643666666666666
505,505,Ford Figo Diesel Titanium,Jaipur,2010,65000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,,2.2706666666666666
506,506,Maruti Swift Dzire VXi,Hyderabad,2010,70000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,3.2626666666666666
507,507,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Pune,2015,46000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,28.63533333333333
508,508,Chevrolet Spark 1.0 LS,Pune,2007,113000,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5.0,,1.337
509,509,Hyundai Grand i10 Sportz,Jaipur,2016,67310,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,4.92
510,510,Honda Jazz VX CVT,Pune,2019,1015,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,10.55 Lakh,8.345333333333333
511,511,Honda City 1.5 S MT,Jaipur,2011,83035,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,,3.7920000000000003
512,512,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2015,36983,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7.0,,11.435666666666668
